grupo_barrio,barrio,latitud,longitud,tipo_habitacion,precio,minimo_noches,cantidad_resenas,resenas_por_mes,cantidad_alojamientos_anfitrion,disponibilidad_anual
17.0,79.0,40.41315,-3.69597,4,80.0,4,338,2.78,4,304
17.0,80.0,40.41667,-3.70748,4,99.0,5,184,1.52,2,25
17.0,80.0,40.41964,-3.70261,4,136.0,4,165,1.35,2,278
3.0,29.0,40.41044,-3.73523,3,22.0,2,360,2.98,2,107
15.0,70.0,40.43975,-3.70541,3,40.0,30,0,0.0,4,14
15.0,67.0,40.43938,-3.70316,3,37.0,30,0,0.0,4,363
11.0,46.0,40.46322,-3.72396,3,26.0,15,58,0.48,2,69
17.0,79.0,40.4133,-3.69678,4,128.0,3,344,2.88,4,40
17.0,61.0,40.41045,-3.69721,4,64.0,3,454,3.76,1,208
9.0,45.0,40.44468,-3.58021,3,59.0,2,47,0.39,2,337
17.0,77.0,40.42099,-3.69777,4,150.0,2,487,5.25,4,95
17.0,66.0,40.42367,-3.70454,3,50.0,2,256,2.12,2,191
17.0,61.0,40.41058,-3.70217,4,102.0,3,306,2.52,20,338
15.0,67.0,40.43896,-3.70318,3,37.0,30,0,0.0,4,363
17.0,61.0,40.40733,-3.70608,3,49.0,4,198,1.8,1,71
13.0,46.0,40.39597,-3.68378,4,100.0,4,90,0.76,1,39
18.0,73.0,40.42467,-3.67037,4,157.0,7,151,1.27,1,27
17.0,61.0,40.40785,-3.70728,4,90.0,3,222,1.83,23,308
12.0,74.0,40.45411,-3.61186,4,110.5,2,346,2.87,2,7
17.0,66.0,40.42328,-3.70661,4,139.0,4,81,0.67,2,233
17.0,79.0,40.41071,-3.69525,3,54.0,2,353,2.91,3,25
17.0,76.0,40.41518,-3.71204,4,105.0,3,137,1.2,1,299
6.0,56.0,40.36851,-3.70284,3,33.0,2,103,0.87,1,6
17.0,66.0,40.4242,-3.70175,3,39.0,5,142,1.17,3,137
13.0,55.0,40.40354,-3.70311,3,51.0,2,187,1.55,1,242
17.0,61.0,40.40753,-3.69912,4,143.0,3,488,4.04,1,12
17.0,79.0,40.41377,-3.70153,4,146.0,3,146,1.23,10,200
17.0,61.0,40.40926,-3.7073,3,70.0,5,311,2.78,1,281
13.0,55.0,40.4035,-3.70339,3,46.0,5,82,0.68,3,330
17.0,61.0,40.40721,-3.6996,4,150.0,1,161,1.34,10,87
17.0,61.0,40.41386,-3.70303,3,105.0,2,255,2.11,1,13
17.0,66.0,40.42418,-3.70477,3,50.0,2,320,2.65,2,170
17.0,61.0,40.40837,-3.70842,3,69.0,2,94,0.78,1,41
16.0,73.0,40.41267,-3.68889,3,146.0,2,26,0.22,3,365
17.0,80.0,40.41634,-3.70209,4,153.0,2,477,4.01,1,149
17.0,79.0,40.41315,-3.69597,4,80.0,4,341,2.83,4,142
17.0,66.0,40.42411,-3.70264,4,68.0,2,390,3.23,5,277
8.0,37.0,40.38005,-3.65491,4,92.0,2,171,1.42,1,283
18.0,68.0,40.43001,-3.6744,4,144.0,30,0,0.0,13,257
17.0,61.0,40.407190172584286,-3.7007380265760794,3,46.0,5,6,0.43,2,269
17.0,79.0,40.41197,-3.69708,4,97.0,4,176,1.5,1,28
17.0,66.0,40.4215,-3.70341,4,143.0,7,180,1.5,1,9
17.0,61.0,40.40831,-3.70718,4,77.0,3,331,2.77,4,30
18.0,73.0,40.42364,-3.67495,3,47.0,2,198,1.68,1,154
17.0,79.0,40.41394,-3.70068,4,146.0,3,209,1.8,10,151
17.0,79.0,40.41692,-3.69881,4,116.0,5,145,1.21,2,74
17.0,79.0,40.41443,-3.70218,4,146.0,3,159,1.39,10,162
17.0,79.0,40.41456,-3.70259,4,136.0,3,347,3.02,10,130
17.0,66.0,40.4276,-3.70431,3,44.0,2,525,4.38,1,299
9.0,45.0,40.44293,-3.57959,3,40.0,2,26,0.22,2,348
16.0,70.0,40.41756,-3.67636,3,48.0,4,150,1.26,2,2
17.0,61.0,40.40918,-3.70552,4,108.0,10,276,2.32,8,27
14.0,65.0,40.45737,-3.69689,3,50.0,7,110,0.92,3,66
17.0,61.0,40.40589,-3.7019,4,65.0,3,333,2.79,5,50
17.0,61.0,40.40781,-3.69331,4,133.0,1,864,7.23,12,135
17.0,61.0,40.41242,-3.70591,3,44.0,7,80,0.68,7,255
17.0,76.0,40.41153,-3.70978,4,112.0,1,339,2.84,13,281
8.0,41.0,40.39921,-3.66147,3,33.0,1,174,1.46,1,342
16.0,59.0,40.44821,-3.68291,4,103.0,25,91,0.77,1,302
17.0,66.0,40.42245864868164,-3.70701003074646,3,37.0,1,782,6.54,19,283
9.0,24.0,40.44037,-3.6251,4,85.0,3,244,2.05,3,203
3.0,5.0,40.39812,-3.76909,4,87.0,2,358,3.03,1,175
17.0,61.0,40.41368,-3.70566,3,34.0,7,83,0.71,7,66
17.0,80.0,40.41532,-3.70559,4,80.0,4,183,1.54,2,17
17.0,79.0,40.4115,-3.6968,4,114.0,1,437,3.69,20,331
17.0,79.0,40.41359,-3.69684,4,43.0,7,176,1.51,1,76
17.0,80.0,40.41914,-3.70276,4,158.0,1,487,4.11,20,343
13.0,60.0,40.40435,-3.69709,3,110.0,3,237,2.01,2,139
6.0,32.0,40.38556051114707,-3.7035815191709474,3,44.0,1,21,0.71,5,79
14.0,63.0,40.45598,-3.69613,3,50.0,7,119,1.0,3,110
15.0,64.0,40.43085,-3.69728,4,80.0,30,141,1.21,1,293
17.0,77.0,40.42397,-3.6996,4,63.0,5,225,1.9,1,202
17.0,79.0,40.41593,-3.69772,4,151.0,2,602,5.22,6,118
17.0,79.0,40.41394,-3.70068,4,135.0,3,251,2.17,10,179
3.0,12.0,40.39104,-3.76326,3,27.0,7,150,1.29,2,42
17.0,66.0,40.42111,-3.70301,3,65.0,3,457,3.86,1,32
13.0,46.0,40.39527,-3.68228,3,69.0,1,12,0.12,2,180
3.0,12.0,40.39104,-3.76351,3,38.0,7,139,1.18,2,2
10.0,35.0,40.44255,-3.65286,3,36.0,4,25,0.21,2,338
13.0,60.0,40.40159,-3.68876,4,70.0,3,195,1.78,4,229
17.0,61.0,40.40647,-3.70066,4,120.0,1,117,1.03,1,34
12.0,54.0,40.45732,-3.62707,4,83.0,7,138,1.19,1,188
17.0,76.0,40.41126,-3.70881,3,70.0,1,222,1.89,2,2
11.0,70.0,40.43296,-3.71897,4,120.0,30,39,0.39,3,315
2.0,2.0,40.40191,-3.64424,3,26.0,1,32,0.3,1,4
10.0,81.0,40.45857,-3.65921,3,45.0,2,138,1.27,2,313
17.0,66.0,40.42261,-3.70154,4,143.0,25,159,1.35,1,25
17.0,80.0,40.41668,-3.70471,4,111.0,1,413,3.6,1,290
17.0,66.0,40.4235366,-3.7059685,4,113.0,3,383,3.25,1,238
15.0,64.0,40.43185,-3.70126,3,50.0,5,78,1.5,1,23
13.0,55.0,40.40547,-3.70552,4,92.0,5,209,1.79,4,205
17.0,80.0,40.41547,-3.70638,4,83.0,1,508,4.35,2,201
9.0,24.0,40.43225275790892,-3.6250154411351865,4,108.0,2,67,0.61,1,66
18.0,82.0,40.42281832940908,-3.690225076721194,4,131.0,3,112,2.9,1,113
11.0,46.0,40.4634,-3.72332,3,25.0,10,23,0.2,2,91
17.0,80.0,40.41909,-3.70285,3,56.0,2,233,1.98,1,260
16.0,65.0,40.47053,-3.68546,4,77.0,29,209,1.78,4,158
10.0,62.0,40.47366895139317,-3.666302290548466,4,130.0,2,247,2.1,1,343
17.0,79.0,40.41683,-3.69453,4,82.0,2,108,0.92,12,55
10.0,45.0,40.43239,-3.65216,4,119.0,2,50,0.44,1,153
17.0,66.0,40.42296,-3.70118,3,65.0,2,13,0.11,1,349
15.0,64.0,40.42994780571514,-3.7006694800256743,3,80.0,2,140,1.19,1,65
16.0,65.0,40.47436,-3.68684,3,56.0,1,0,0.0,1,269
13.0,60.0,40.4035,-3.69574,4,154.0,4,27,0.25,2,34
17.0,66.0,40.42156,-3.70605,4,160.0,1,72,0.62,1,325
17.0,80.0,40.41777,-3.702,4,134.0,30,1,0.2,13,256
17.0,80.0,40.41784,-3.70171,4,134.0,30,3,0.04,13,278
17.0,61.0,40.41153,-3.70668,4,67.0,2,41,0.38,1,76
18.0,60.0,40.42428,-3.66675,4,54.0,4,341,3.02,1,196
11.0,18.0,40.4234,-3.71793,4,90.0,30,224,1.92,2,52
17.0,79.0,40.413624110376006,-3.698560960214684,4,140.0,3,238,2.06,3,7
17.0,66.0,40.42406,-3.70274,4,97.0,2,258,2.24,1,195
17.0,77.0,40.424503326416016,-3.699172973632813,4,146.0,3,296,2.55,1,313
17.0,66.0,40.4229,-3.70177,3,80.0,3,146,3.05,1,35
17.0,61.0,40.40693,-3.70098,4,110.0,30,171,1.53,2,82
17.0,80.0,40.41634368896485,-3.707129001617432,4,137.0,3,255,2.24,1,48
17.0,77.0,40.42073,-3.6999,3,46.0,1,207,1.78,10,1
16.0,30.0,40.41154,-3.6668,3,61.0,30,0,0.0,3,363
10.0,12.0,40.49401,-3.71079,3,35.0,1,294,2.54,1,283
17.0,80.0,40.41871,-3.7031,4,135.0,1,485,4.17,4,191
17.0,80.0,40.420174,-3.705824,4,133.0,1,438,3.83,31,130
6.0,28.0,40.38819,-3.70318,3,25.0,2,99,0.85,1,41
13.0,60.0,40.4013,-3.69229,3,83.0,1,131,1.79,1,75
16.0,80.0,40.40119,-3.66999,4,97.0,7,19,0.18,25,252
16.0,80.0,40.40256,-3.66835,4,115.0,7,18,0.2,25,300
16.0,80.0,40.40205,-3.66798,4,115.0,7,11,0.1,25,245
16.0,80.0,40.40249,-3.66833,4,138.0,7,26,0.23,25,253
16.0,80.0,40.40059,-3.66933,4,153.0,7,41,0.36,25,268
5.0,3.0,40.35627,-3.69595,4,110.0,30,58,0.53,1,331
17.0,66.0,40.420795,-3.704236,4,134.0,1,415,3.62,31,129
17.0,66.0,40.42244,-3.70545,4,139.0,3,141,1.22,2,239
17.0,61.0,40.4107,-3.69816,4,128.0,3,157,1.38,2,279
17.0,76.0,40.41684,-3.71076,4,135.0,3,201,1.75,1,9
17.0,77.0,40.41999,-3.6986,4,54.0,2,285,2.47,1,21
13.0,59.0,40.40698,-3.7172,3,42.0,3,185,1.61,1,339
5.0,44.0,40.33366,-3.70227,4,98.0,2,65,0.56,19,31
17.0,61.0,40.41134,-3.7057,4,125.0,4,27,0.24,1,7
17.0,77.0,40.42319,-3.69914,3,54.0,2,420,3.69,1,90
6.0,22.0,40.37023,-3.74949,4,90.0,1,0,0.0,1,347
17.0,80.0,40.4168,-3.70282,4,106.0,30,63,0.55,1,234
17.0,76.0,40.41605,-3.70963,4,153.0,2,0,0.0,1,363
6.0,32.0,40.38554,-3.70331,4,47.0,7,48,0.43,21,274
6.0,28.0,40.38665,-3.70248,4,93.0,7,56,0.49,21,285
17.0,76.0,40.4098,-3.71258,4,133.0,3,209,1.81,1,192
17.0,79.0,40.41489,-3.69572,3,104.0,3,317,2.78,1,235
6.0,32.0,40.38558,-3.70331,4,71.0,7,45,0.39,21,200
6.0,32.0,40.38556,-3.7033,4,47.0,7,57,0.5,21,223
17.0,61.0,40.408817291259766,-3.7092440128326416,4,130.0,29,27,0.24,10,349
17.0,77.0,40.42216110229492,-3.698698997497559,4,143.0,4,413,3.64,1,1
17.0,76.0,40.41434,-3.71244,3,72.0,2,804,7.07,2,197
17.0,61.0,40.41184,-3.70425,3,82.0,1,454,3.96,6,280
17.0,76.0,40.40909,-3.71029,4,82.0,7,80,0.7,3,231
17.0,61.0,40.4087,-3.70403,4,107.0,3,479,4.19,2,118
18.0,68.0,40.43203,-3.67815,3,105.0,4,9,0.09,1,360
18.0,73.0,40.42533265803675,-3.6702997498102574,3,56.0,2,268,2.34,1,59
18.0,73.0,40.42616,-3.67959,4,110.0,15,28,0.25,1,275
17.0,80.0,40.41738,-3.70568,4,159.0,1,133,1.37,3,89
8.0,12.0,40.3876,-3.64196,3,27.0,2,136,1.24,1,349
6.0,32.0,40.38557,-3.70335,4,68.0,7,54,0.47,21,309
6.0,32.0,40.38556,-3.70334,4,47.0,7,42,0.38,21,260
17.0,76.0,40.41282,-3.70753,4,141.0,2,473,4.19,2,237
17.0,76.0,40.41526,-3.70856,4,129.0,1,384,3.41,1,117
17.0,61.0,40.41126,-3.70412,3,86.0,1,388,3.4,6,246
11.0,70.0,40.42342,-3.71339,4,65.0,30,23,0.2,1,231
13.0,46.0,40.39584,-3.69499,3,56.0,2,537,4.73,2,2
17.0,61.0,40.41126,-3.70034,4,93.0,1,385,3.41,292,275
13.0,49.0,40.39523,-3.69971,3,66.0,1,11,0.25,1,348
15.0,66.0,40.43372,-3.71082,4,121.0,3,83,0.75,75,206
15.0,69.0,40.42955,-3.69292,4,135.0,2,43,0.42,1,321
6.0,32.0,40.38556,-3.70331,4,93.0,7,35,0.32,21,76
13.0,46.0,40.39804,-3.69355,3,56.0,2,493,4.35,2,2
17.0,79.0,40.41236,-3.69553,4,102.0,1,441,3.92,1,31
12.0,61.0,40.47459,-3.64894,3,34.0,2,378,3.34,1,280
17.0,66.0,40.42511,-3.70688,4,99.0,4,279,2.47,2,283
13.0,60.0,40.404587,-3.697003,4,132.0,5,182,1.6,1,273
17.0,61.0,40.40976,-3.70249,4,143.0,30,514,4.57,1,57
17.0,66.0,40.42409,-3.70603,4,148.0,1,531,4.74,1,124
17.0,61.0,40.40817,-3.69979,3,83.0,2,148,1.31,1,151
17.0,79.0,40.41593,-3.69772,4,113.0,2,520,4.6,6,66
6.0,32.0,40.38572,-3.70329,4,50.0,7,31,0.28,21,297
17.0,61.0,40.40798,-3.7036,4,113.0,3,173,1.66,2,209
17.0,80.0,40.41416,-3.70716,4,137.0,2,470,4.15,141,284
17.0,61.0,40.40966,-3.70898,4,105.0,28,16,0.14,10,349
17.0,79.0,40.41608,-3.69443,4,140.0,1,181,1.61,4,285
13.0,60.0,40.40418711473929,-3.70009517507008,4,146.0,1,405,3.64,2,335
13.0,60.0,40.40487,-3.6969,4,85.0,10,76,0.7,1,43
17.0,61.0,40.41017,-3.70188,4,141.0,4,379,3.37,1,226
17.0,66.0,40.420708,-3.702295,4,153.0,1,377,3.34,31,146
13.0,60.0,40.40459,-3.69429,4,75.0,6,134,1.2,1,26
17.0,61.0,40.41073,-3.70358,3,62.0,2,11,0.1,1,15
17.0,61.0,40.4113,-3.70576,3,81.0,1,495,4.38,6,302
17.0,66.0,40.420708,-3.702295,4,154.0,1,367,3.29,31,147
15.0,39.0,40.43322,-3.71339,4,90.0,4,247,2.2,3,177
17.0,66.0,40.42698,-3.703,4,85.0,3,54,0.49,1,150
16.0,66.0,40.442081451416016,-3.674985885620117,4,124.0,2,158,2.26,8,171
13.0,46.0,40.3987,-3.69682,3,48.0,3,131,1.23,3,308
17.0,77.0,40.42358,-3.69863,3,60.0,2,160,1.46,1,216
17.0,76.0,40.41366,-3.71101,4,151.0,2,520,4.67,6,151
17.0,76.0,40.41242218017578,-3.708395957946777,4,157.0,2,71,0.65,1,19
15.0,64.0,40.43382,-3.70363,3,90.0,1,97,1.27,3,352
17.0,76.0,40.41495,-3.71102,4,140.0,1,260,2.32,1,260
18.0,83.0,40.43752,-3.68413,3,36.0,2,470,4.28,2,221
14.0,71.0,40.46788,-3.69288,3,49.0,1,641,5.72,3,51
10.0,45.0,40.43085,-3.65292,3,40.0,1,8,0.21,6,348
17.0,61.0,40.40905,-3.69501,4,69.0,28,46,0.44,2,262
17.0,80.0,40.4187,-3.70007,3,55.0,1,142,1.27,11,1
17.0,77.0,40.42065,-3.69848,3,58.0,1,100,0.89,11,1
17.0,80.0,40.41874,-3.70019,3,55.0,1,75,0.67,11,1
17.0,77.0,40.42069,-3.69837,3,58.0,1,152,1.35,11,1
18.0,63.0,40.43467,-3.66054,4,86.0,6,64,0.57,1,280
17.0,76.0,40.41274,-3.70767,3,70.0,2,313,2.85,2,338
11.0,47.0,40.45818,-3.78136,4,76.0,5,66,0.6,1,227
3.0,29.0,40.40703,-3.73715,4,90.0,5,30,0.27,2,67
17.0,80.0,40.41616,-3.70669,4,142.0,1,403,3.6,2,23
11.0,46.0,40.43786,-3.71943,3,98.0,1,5,0.06,13,318
14.0,71.0,40.46887,-3.69335,3,49.0,1,572,5.12,3,70
17.0,77.0,40.4237,-3.69659,3,115.0,2,80,0.73,1,70
17.0,76.0,40.41328,-3.71339,3,97.0,2,59,0.53,4,3
17.0,66.0,40.42515,-3.71031,3,43.0,4,166,1.49,2,203
17.0,76.0,40.41576,-3.71179,4,65.0,3,227,2.07,23,275
17.0,61.0,40.4075,-3.70178,4,74.0,3,328,2.94,5,59
17.0,77.0,40.42336,-3.69852,4,119.0,7,334,2.98,3,43
17.0,79.0,40.41593,-3.69772,4,151.0,2,555,5.0,6,72
17.0,61.0,40.41096704578397,-3.6982288350404495,4,101.0,1,107,0.96,10,132
17.0,61.0,40.41241,-3.70004,4,107.0,1,363,3.24,292,231
17.0,80.0,40.41955,-3.70036,3,55.0,1,76,0.71,11,1
17.0,77.0,40.4201,-3.69835,3,55.0,1,47,0.49,11,1
13.0,46.0,40.40041530415886,-3.695370827079954,4,154.0,3,35,1.07,3,298
9.0,24.0,40.43795,-3.63676,4,135.0,3,190,1.78,1,239
17.0,80.0,40.41846,-3.70664,4,90.0,1,356,3.19,92,351
6.0,7.0,40.37685,-3.69083,3,31.0,2,535,4.79,3,52
17.0,79.0,40.41561,-3.69908,4,164.0,5,459,4.14,28,215
17.0,61.0,40.40924,-3.70206,3,37.0,3,18,0.16,1,77
17.0,77.0,40.42082,-3.69521,3,92.0,1,201,1.83,1,123
17.0,66.0,40.42459,-3.70479,4,100.0,3,413,3.74,1,79
17.0,76.0,40.42284,-3.7106,3,133.0,1,48,0.44,7,361
17.0,76.0,40.41547,-3.71218,4,132.0,2,413,3.72,141,164
17.0,76.0,40.413018,-3.707772,3,70.0,2,332,3.01,2,351
6.0,32.0,40.38316,-3.69612,3,45.0,2,22,0.2,2,123
17.0,61.0,40.41107,-3.69936,4,101.0,2,404,3.75,1,39
17.0,80.0,40.41707,-3.70221,4,115.0,3,247,2.63,7,58
12.0,74.0,40.45481,-3.61386,4,110.5,2,238,2.52,2,1
17.0,79.0,40.41193,-3.69692,3,28.0,2,340,3.1,2,72
17.0,79.0,40.41045,-3.6942,3,34.0,2,257,2.52,2,19
17.0,79.0,40.41583,-3.6978,4,138.0,2,547,4.95,6,43
17.0,66.0,40.42189,-3.70138,3,66.0,1,141,1.3,2,168
17.0,80.0,40.41538,-3.70765,3,35.0,30,7,0.08,6,198
14.0,57.0,40.46144,-3.69965,4,103.0,3,83,0.78,1,326
17.0,76.0,40.41359,-3.70787,3,35.0,30,5,0.1,6,267
18.0,73.0,40.426956,-3.669885,4,33.0,1,145,1.36,1,363
17.0,80.0,40.41387,-3.7079,3,30.0,30,6,0.06,6,288
6.0,45.0,40.39125,-3.72402,3,83.0,2,123,1.12,1,365
17.0,66.0,40.42093,-3.70206,4,117.0,3,204,1.89,1,2
18.0,68.0,40.43448,-3.67734,3,60.0,7,0,0.0,2,226
16.0,51.0,40.40375,-3.68068,4,80.0,4,230,2.1,1,291
17.0,76.0,40.41914,-3.71052,4,159.0,3,443,4.07,13,55
9.0,45.0,40.44336,-3.5754,4,133.0,4,22,0.2,2,332
6.0,7.0,40.37935,-3.6907,3,36.0,2,522,5.19,3,37
6.0,39.0,40.39473,-3.72741,4,78.0,2,277,2.53,2,51
14.0,63.0,40.44693,-3.70091,4,123.0,2,315,2.87,3,295
18.0,63.0,40.43905,-3.66259,3,25.0,30,71,0.74,2,30
17.0,77.0,40.42194,-3.6998,4,110.0,1,453,4.21,1,251
17.0,61.0,40.40762,-3.70172,4,62.0,2,408,3.73,1,170
10.0,81.0,40.45804,-3.65896,3,46.0,2,77,0.71,2,36
17.0,61.0,40.40806,-3.70334,4,77.0,3,370,3.39,2,55
17.0,61.0,40.41058,-3.70217,4,107.0,3,311,2.88,20,328
10.0,36.0,40.51417,-3.67419,3,47.0,2,61,0.56,1,348
17.0,80.0,40.41465,-3.70334,4,150.0,1,540,4.96,26,57
11.0,70.0,40.42056,-3.71777,4,125.0,1,194,1.78,73,330
15.0,69.0,40.42593,-3.69101,4,136.0,3,252,2.32,2,236
17.0,80.0,40.41393,-3.70668,4,141.0,3,42,0.39,5,234
18.0,73.0,40.42613,-3.67455,3,42.0,1,143,3.57,1,49
3.0,29.0,40.41089,-3.73507,3,23.0,2,276,2.6,2,232
17.0,80.0,40.41584,-3.70467,4,143.0,1,395,3.64,1,13
13.0,60.0,40.40275,-3.69149,4,72.0,6,127,1.28,1,91
14.0,63.0,40.4525,-3.69659,3,50.0,3,260,2.39,1,110
17.0,76.0,40.41181,-3.70931,4,103.0,1,324,2.99,292,110
16.0,80.0,40.40329,-3.66978,4,111.0,3,124,1.15,1,10
6.0,25.0,40.379218796233694,-3.749362810753154,3,39.0,1,90,2.35,2,320
6.0,32.0,40.38146833989317,-3.7012184411287303,3,37.0,1,0,0.0,2,344
14.0,65.0,40.462589263916016,-3.6902480125427246,3,86.0,2,181,2.47,1,301
5.0,10.0,40.34314,-3.68894,4,90.0,25,118,1.09,2,352
15.0,39.0,40.43268,-3.71659,3,55.0,4,114,1.07,2,290
17.0,66.0,40.42054,-3.70158,4,55.0,2,350,3.23,1,206
16.0,59.0,40.43877,-3.6902,4,107.0,5,78,0.72,1,38
10.0,61.0,40.4356,-3.65748,4,105.0,6,255,2.36,1,12
17.0,66.0,40.4215,-3.70241,4,108.0,3,343,3.18,3,142
18.0,83.0,40.4348,-3.68346,3,36.0,1,712,6.65,2,153
17.0,66.0,40.427431045894224,-3.705465512528629,4,67.0,3,413,3.86,1,83
17.0,80.0,40.41502152012279,-3.7074185290814974,4,152.0,1,504,4.72,1,150
17.0,76.0,40.415678340156525,-3.711140701063159,4,72.0,1,92,0.94,1,219
17.0,61.0,40.40722985512183,-3.701140278664232,4,160.0,21,259,2.4,2,358
17.0,61.0,40.41034,-3.70633,4,91.0,3,90,0.85,3,38
13.0,59.0,40.40461,-3.71299,3,53.0,3,89,0.87,1,39
11.0,18.0,40.42407,-3.72487,4,132.0,1,180,1.67,1,53
18.0,83.0,40.42937,-3.68681,4,138.0,5,170,1.58,11,311
17.0,77.0,40.42713,-3.6979,4,142.0,10,158,1.47,13,291
17.0,79.0,40.41434,-3.6941,4,135.0,30,137,1.28,1,241
14.0,52.0,40.45052,-3.70758,4,116.0,30,180,1.69,1,5
18.0,83.0,40.43153,-3.6857,4,163.0,5,34,0.32,11,122
5.0,44.0,40.33377,-3.70335,4,79.0,3,24,0.23,19,177
9.0,31.0,40.44320780122896,-3.6323466522775103,3,32.0,2,194,1.81,2,313
17.0,61.0,40.41183,-3.69945,4,114.0,1,373,3.49,20,340
10.0,41.0,40.42779,-3.64134,3,33.0,1,356,3.33,2,337
17.0,76.0,40.41845,-3.70868,4,92.0,3,593,5.57,22,265
17.0,80.0,40.41751,-3.70666,4,76.0,3,550,5.15,22,288
6.0,39.0,40.40034,-3.72141,4,75.0,20,52,0.49,1,59
17.0,61.0,40.40976,-3.70471,4,121.0,3,276,2.58,1,242
17.0,76.0,40.41254,-3.712331,3,98.0,2,161,1.51,4,303
17.0,79.0,40.415589666530856,-3.701371363834036,4,153.0,4,99,0.93,3,53
17.0,61.0,40.4117,-3.70505,4,126.0,3,417,3.91,5,70
10.0,36.0,40.50796,-3.67375,4,164.0,1,13,0.12,72,31
15.0,39.0,40.43318,-3.71337,4,80.0,4,191,1.79,3,87
17.0,76.0,40.42088,-3.70719,4,130.0,1,291,2.74,1,165
17.0,79.0,40.41351,-3.69967,4,116.0,1,31,0.29,29,292
11.0,47.0,40.44526,-3.786,3,70.0,2,104,0.98,1,161
17.0,61.0,40.41136,-3.69924,3,51.0,2,102,0.96,1,228
17.0,61.0,40.41228866577149,-3.705260992050171,4,93.0,2,0,0.0,1,247
17.0,66.0,40.42622,-3.70543,2,82.0,1,6,0.09,4,128
17.0,66.0,40.42399,-3.70761,4,89.0,3,474,4.48,2,88
17.0,61.0,40.40843,-3.69977,4,60.0,20,106,1.02,2,138
17.0,66.0,40.42102,-3.70205,4,138.0,1,235,2.22,2,282
17.0,66.0,40.42264,-3.7026,4,157.0,1,206,1.94,2,320
16.0,59.0,40.44326,-3.67705,4,80.0,7,60,0.59,3,240
18.0,63.0,40.43496,-3.66446,4,93.0,2,360,3.39,1,6
17.0,61.0,40.41058,-3.70217,4,110.0,3,181,1.72,20,324
17.0,66.0,40.42455,-3.70735,4,92.0,1,27,0.32,4,245
15.0,39.0,40.43547,-3.7167,1,76.0,7,10,0.1,13,364
17.0,80.0,40.41759,-3.70386,4,140.0,7,191,1.8,1,246
17.0,61.0,40.41044,-3.70081,4,90.0,3,284,2.77,1,150
6.0,32.0,40.38146,-3.69916,3,29.0,2,111,1.07,1,228
6.0,32.0,40.38554,-3.70331,4,93.0,7,57,0.56,21,273
13.0,60.0,40.40389,-3.69714,4,164.0,7,71,0.7,1,265
17.0,61.0,40.40976,-3.69693,4,136.0,1,366,3.45,7,346
17.0,79.0,40.41333,-3.69708,4,80.0,1,443,4.17,92,333
3.0,29.0,40.41313,-3.72843,4,102.0,3,218,2.07,3,264
17.0,77.0,40.42133,-3.7005,4,119.0,3,484,4.55,93,43
17.0,61.0,40.40929,-3.705,4,121.0,1,121,1.19,1,305
6.0,39.0,40.39645,-3.73169,4,90.0,5,222,2.15,1,5
17.0,80.0,40.41449,-3.70767,4,100.0,4,439,4.15,1,39
3.0,29.0,40.40749,-3.73552,3,44.0,2,91,0.9,1,109
17.0,76.0,40.4144,-3.71492,1,17.0,1,210,2.02,5,95
17.0,76.0,40.41603,-3.71278,3,84.0,1,9,0.12,5,72
17.0,61.0,40.40621,-3.70227,4,120.0,1,867,8.28,8,45
10.0,41.0,40.42731,-3.64218,3,26.0,2,332,3.14,2,335
17.0,61.0,40.40748,-3.70308,4,83.0,2,196,1.86,1,241
17.0,66.0,40.42846,-3.71414,4,132.0,7,41,0.39,2,266
17.0,77.0,40.42357,-3.69658,4,132.0,4,415,3.98,1,77
13.0,59.0,40.41177,-3.71954,3,60.0,2,136,1.29,1,142
17.0,76.0,40.41616,-3.71265,1,22.0,1,101,0.99,5,101
6.0,28.0,40.39461,-3.70485,4,131.0,7,226,2.15,2,234
11.0,18.0,40.42436,-3.72507,4,106.0,3,158,3.44,1,151
17.0,66.0,40.42219,-3.70277,4,162.0,2,415,3.94,141,292
6.0,42.0,40.39387,-3.71364,3,40.0,2,401,3.82,1,49
17.0,76.0,40.42004,-3.71696,4,109.0,2,367,3.49,141,263
15.0,39.0,40.43032,-3.71262,4,132.0,7,0,0.0,2,263
17.0,61.0,40.41184,-3.70102,3,63.0,2,323,3.08,1,8
7.0,21.0,40.38523,-3.60862,4,103.0,2,294,2.81,2,257
17.0,79.0,40.41395,-3.69756,3,90.0,2,12,0.13,2,168
17.0,80.0,40.41928,-3.70016,3,56.0,1,321,3.06,2,119
18.0,73.0,40.42785,-3.675,3,45.0,7,55,0.53,1,280
16.0,66.0,40.44142,-3.67648,4,123.0,3,106,1.05,1,239
17.0,66.0,40.42561,-3.70176,4,92.0,4,204,1.95,1,248
6.0,42.0,40.3955,-3.71421,4,150.0,1,335,3.21,292,274
17.0,76.0,40.40996,-3.71226,4,114.0,1,162,1.56,43,325
17.0,79.0,40.4129,-3.69991,4,161.0,2,282,2.72,13,51
9.0,32.0,40.43062,-3.61323,4,78.0,2,268,2.56,1,199
17.0,80.0,40.41718,-3.70647,4,68.0,3,88,0.85,22,167
16.0,51.0,40.40575,-3.67254,4,88.0,5,127,1.23,1,43
17.0,61.0,40.40972,-3.70008,4,79.0,1,544,5.2,1,195
17.0,61.0,40.40841,-3.7007,4,73.0,2,2,0.02,1,101
